region_1,region_2,carrier_1,parameter,timestep_2,value
CZ,CZ,electricity,dem,d022,6.193637848
DK,DK,electricity,dem,d022,5.561868365
ES,ES,electricity,dem,d022,31.78560256
FI,FI,electricity,dem,d022,2.619375012
FR,FR,electricity,dem,d022,75.88715379
GR,GR,electricity,dem,d022,6.559138391
HR,HR,electricity,dem,d022,2.293648918
HU,HU,electricity,dem,d022,3.699924837
IE,IE,electricity,dem,d022,3.129935815
IT,IT,electricity,dem,d022,15.9208915
LU,LU,electricity,dem,d022,0.933143807
NL,NL,electricity,dem,d022,8.879449464
NO,NO,electricity,dem,d022,16.50323908
PL,PL,electricity,dem,d022,18.69151374
PT,PT,electricity,dem,d022,5.80662577
RO,RO,electricity,dem,d022,6.235500262
SE,SE,electricity,dem,d022,17.82056094
SI,SI,electricity,dem,d022,1.020974106
SK,SK,electricity,dem,d022,2.241158029
UK,UK,electricity,dem,d022,41.18272014
EE,EE,electricity,dem,d022,0.96305724
LT,LT,electricity,dem,d022,0.609728761
LV,LV,electricity,dem,d022,0.784923497
NONEU_Balkan,NONEU_Balkan,electricity,dem,d022,5.577409834
TR,TR,electricity,dem,d022,26.84218792
AT,AT,electricity,dem,d023,5.155401625
BE,BE,electricity,dem,d023,6.24984493
BG,BG,electricity,dem,d023,4.00817575
CH,CH,electricity,dem,d023,11.46328321
CZ,CZ,electricity,dem,d023,6.2425597
DK,DK,electricity,dem,d023,5.356722286
ES,ES,electricity,dem,d023,31.85876082
FI,FI,electricity,dem,d023,2.654353299
FR,FR,electricity,dem,d023,75.35224509
GR,GR,electricity,dem,d023,6.354017824
HR,HR,electricity,dem,d023,2.276760428
HU,HU,electricity,dem,d023,3.719923273
IE,IE,electricity,dem,d023,3.128543201
IT,IT,electricity,dem,d023,16.06494391
LU,LU,electricity,dem,d023,0.850268563
NL,NL,electricity,dem,d023,8.929893183
NO,NO,electricity,dem,d023,16.22581309
PL,PL,electricity,dem,d023,18.78208777
PT,PT,electricity,dem,d023,5.883877079
RO,RO,electricity,dem,d023,6.31753623
SE,SE,electricity,dem,d023,18.2185329
SI,SI,electricity,dem,d023,1.011829689
SK,SK,electricity,dem,d023,2.231236999
UK,UK,electricity,dem,d023,41.35194867
EE,EE,electricity,dem,d023,0.946577909
LT,LT,electricity,dem,d023,0.606100405
LV,LV,electricity,dem,d023,0.79505806
NONEU_Balkan,NONEU_Balkan,electricity,dem,d023,5.583850057
TR,TR,electricity,dem,d023,26.00276596
AT,AT,electricity,dem,d024,5.227191101
BE,BE,electricity,dem,d024,6.23433321
BG,BG,electricity,dem,d024,4.199150643
CH,CH,electricity,dem,d024,11.69731285
CZ,CZ,electricity,dem,d024,6.235481159
DK,DK,electricity,dem,d024,5.378662041
ES,ES,electricity,dem,d024,31.29914761
FI,FI,electricity,dem,d024,2.723814896
FR,FR,electricity,dem,d024,75.74582608
GR,GR,electricity,dem,d024,6.84756264
HR,HR,electricity,dem,d024,2.328385967
HU,HU,electricity,dem,d024,3.701270298
IE,IE,electricity,dem,d024,3.082477007
IT,IT,electricity,dem,d024,15.91875944
LU,LU,electricity,dem,d024,0.822104455
NL,NL,electricity,dem,d024,8.926457687
NO,NO,electricity,dem,d024,15.96993864
PL,PL,electricity,dem,d024,18.68641153
PT,PT,electricity,dem,d024,5.725823097
RO,RO,electricity,dem,d024,6.372929676
SE,SE,electricity,dem,d024,18.29941506
SI,SI,electricity,dem,d024,1.041345833
SK,SK,electricity,dem,d024,2.264137072
UK,UK,electricity,dem,d024,40.99169876
EE,EE,electricity,dem,d024,0.945126696
LT,LT,electricity,dem,d024,0.596171903
LV,LV,electricity,dem,d024,0.801334754
NONEU_Balkan,NONEU_Balkan,electricity,dem,d024,5.791599133
TR,TR,electricity,dem,d024,28.02251641
AT,AT,electricity,dem,d025,5.162008436
BE,BE,electricity,dem,d025,6.184144371
BG,BG,electricity,dem,d025,4.24806979
CH,CH,electricity,dem,d025,11.46916129
CZ,CZ,electricity,dem,d025,6.193752018
DK,DK,electricity,dem,d025,5.320859226
ES,ES,electricity,dem,d025,30.12489415
FI,FI,electricity,dem,d025,2.734576035
FR,FR,electricity,dem,d025,78.37133257
GR,GR,electricity,dem,d025,6.94266571
HR,HR,electricity,dem,d025,2.340648669
HU,HU,electricity,dem,d025,3.66907098
IE,IE,electricity,dem,d025,3.032892632
IT,IT,electricity,dem,d025,15.89421633
LU,LU,electricity,dem,d025,0.937770447
NL,NL,electricity,dem,d025,8.857336486
NO,NO,electricity,dem,d025,15.78679679
PL,PL,electricity,dem,d025,18.65821097
PT,PT,electricity,dem,d025,5.699975029
RO,RO,electricity,dem,d025,6.398345492
SE,SE,electricity,dem,d025,18.08487116
SI,SI,electricity,dem,d025,1.024987488
SK,SK,electricity,dem,d025,2.269161346
UK,UK,electricity,dem,d025,40.48408951
EE,EE,electricity,dem,d025,0.952640755
LT,LT,electricity,dem,d025,0.596782126
LV,LV,electricity,dem,d025,0.784219282
NONEU_Balkan,NONEU_Balkan,electricity,dem,d025,5.869800516
TR,TR,electricity,dem,d025,28.41170998
AT,AT,electricity,dem,d026,4.625335559
BE,BE,electricity,dem,d026,5.672476386
BG,BG,electricity,dem,d026,4.320210278
CH,CH,electricity,dem,d026,10.68443748
CZ,CZ,electricity,dem,d026,5.627126218
DK,DK,electricity,dem,d026,5.234319084
ES,ES,electricity,dem,d026,26.81780813
FI,FI,electricity,dem,d026,2.52995856
FR,FR,electricity,dem,d026,71.40888487
GR,GR,electricity,dem,d026,6.742689677
HR,HR,electricity,dem,d026,2.232902723
HU,HU,electricity,dem,d026,3.356343133
IE,IE,electricity,dem,d026,2.765730699
IT,IT,electricity,dem,d026,13.67583204
LU,LU,electricity,dem,d026,0.835310592
NL,NL,electricity,dem,d026,7.87207508
NO,NO,electricity,dem,d026,14.43469194
PL,PL,electricity,dem,d026,16.96471389
PT,PT,electricity,dem,d026,4.909668508
RO,RO,electricity,dem,d026,6.033132096
SE,SE,electricity,dem,d026,15.57733378
SI,SI,electricity,dem,d026,0.939665002
SK,SK,electricity,dem,d026,2.109455724
UK,UK,electricity,dem,d026,35.05038057
EE,EE,electricity,dem,d026,0.856086712
LT,LT,electricity,dem,d026,0.53704619
LV,LV,electricity,dem,d026,0.706480136
NONEU_Balkan,NONEU_Balkan,electricity,dem,d026,5.924127089
TR,TR,electricity,dem,d026,27.59334117
AT,AT,electricity,dem,d027,4.26895371
BE,BE,electricity,dem,d027,5.25842941
BG,BG,electricity,dem,d027,4.340093775
CH,CH,electricity,dem,d027,9.911743223
CZ,CZ,electricity,dem,d027,5.437318564
DK,DK,electricity,dem,d027,5.192971086
ES,ES,electricity,dem,d027,25.26838105
FI,FI,electricity,dem,d027,2.410761066
FR,FR,electricity,dem,d027,65.15375843
GR,GR,electricity,dem,d027,6.424530969
HR,HR,electricity,dem,d027,2.0822155
HU,HU,electricity,dem,d027,3.223356587
IE,IE,electricity,dem,d027,2.614009107
IT,IT,electricity,dem,d027,12.23895362
LU,LU,electricity,dem,d027,0.786888091
NL,NL,electricity,dem,d027,7.334928097
NO,NO,electricity,dem,d027,13.6421872
PL,PL,electricity,dem,d027,15.48345273
PT,PT,electricity,dem,d027,4.734443501
RO,RO,electricity,dem,d027,5.573040653
SE,SE,electricity,dem,d027,14.96500822
SI,SI,electricity,dem,d027,0.923636872
SK,SK,electricity,dem,d027,2.068878968
UK,UK,electricity,dem,d027,32.47019893
EE,EE,electricity,dem,d027,0.847669676
LT,LT,electricity,dem,d027,0.520174334
LV,LV,electricity,dem,d027,0.698335743
NONEU_Balkan,NONEU_Balkan,electricity,dem,d027,6.052448851
TR,TR,electricity,dem,d027,26.29132933
AT,AT,electricity,dem,d028,5.118621438
BE,BE,electricity,dem,d028,5.791669407
BG,BG,electricity,dem,d028,4.728037324
CH,CH,electricity,dem,d028,11.23232931
CZ,CZ,electricity,dem,d028,6.072532001
DK,DK,electricity,dem,d028,5.365301293
ES,ES,electricity,dem,d028,29.65613496
FI,FI,electricity,dem,d028,2.629256195
FR,FR,electricity,dem,d028,70.09336049
GR,GR,electricity,dem,d028,6.852093605
HR,HR,electricity,dem,d028,2.351078511
HU,HU,electricity,dem,d028,3.604916973
IE,IE,electricity,dem,d028,2.998297177
IT,IT,electricity,dem,d028,15.54922945
LU,LU,electricity,dem,d028,0.837960803
NL,NL,electricity,dem,d028,8.435012473
NO,NO,electricity,dem,d028,13.89769167
PL,PL,electricity,dem,d028,18.0231644
PT,PT,electricity,dem,d028,5.490078463
RO,RO,electricity,dem,d028,6.433804964
SE,SE,electricity,dem,d028,15.41106542
SI,SI,electricity,dem,d028,1.020364478
SK,SK,electricity,dem,d028,2.244167493
UK,UK,electricity,dem,d028,37.815935
EE,EE,electricity,dem,d028,0.944159221
LT,LT,electricity,dem,d028,0.586408326
LV,LV,electricity,dem,d028,0.795394859
NONEU_Balkan,NONEU_Balkan,electricity,dem,d028,6.078554566
TR,TR,electricity,dem,d028,28.04105864
AT,AT,electricity,dem,d029,5.201581193
BE,BE,electricity,dem,d029,5.780161417
BG,BG,electricity,dem,d029,4.725273733
CH,CH,electricity,dem,d029,11.35194142
CZ,CZ,electricity,dem,d029,6.021612173
DK,DK,electricity,dem,d029,5.549398334
ES,ES,electricity,dem,d029,29.89207827
FI,FI,electricity,dem,d029,2.489911355
FR,FR,electricity,dem,d029,68.63630761
GR,GR,electricity,dem,d029,7.151656477
HR,HR,electricity,dem,d029,2.336241078
HU,HU,electricity,dem,d029,3.686959489
IE,IE,electricity,dem,d029,2.97583212
IT,IT,electricity,dem,d029,15.92150996
LU,LU,electricity,dem,d029,0.897927443
NL,NL,electricity,dem,d029,8.482673925
NO,NO,electricity,dem,d029,13.63848737
PL,PL,electricity,dem,d029,18.02067263
PT,PT,electricity,dem,d029,5.603831931
RO,RO,electricity,dem,d029,6.594311786
SE,SE,electricity,dem,d029,15.17720496
SI,SI,electricity,dem,d029,1.021431326
SK,SK,electricity,dem,d029,2.275205778
UK,UK,electricity,dem,d029,36.93910681
EE,EE,electricity,dem,d029,0.921423549
LT,LT,electricity,dem,d029,0.578838256
LV,LV,electricity,dem,d029,0.774023482
NONEU_Balkan,NONEU_Balkan,electricity,dem,d029,6.00949665
TR,TR,electricity,dem,d029,29.26697009
AT,AT,electricity,dem,d030,5.04533351
BE,BE,electricity,dem,d030,5.612114135
BG,BG,electricity,dem,d030,4.679046396
CH,CH,electricity,dem,d030,10.74506373
CZ,CZ,electricity,dem,d030,5.81393691
DK,DK,electricity,dem,d030,5.336048287
ES,ES,electricity,dem,d030,29.7163876
FI,FI,electricity,dem,d030,2.464979243
FR,FR,electricity,dem,d030,64.51884804
GR,GR,electricity,dem,d030,6.822217554
HR,HR,electricity,dem,d030,2.326029433
HU,HU,electricity,dem,d030,3.651641149
IE,IE,electricity,dem,d030,2.9431057
IT,IT,electricity,dem,d030,15.92922444
LU,LU,electricity,dem,d030,0.793446241
NL,NL,electricity,dem,d030,8.413770465
NO,NO,electricity,dem,d030,13.30670463
PL,PL,electricity,dem,d030,17.95204994
PT,PT,electricity,dem,d030,5.5961068
RO,RO,electricity,dem,d030,6.384660053
SE,SE,electricity,dem,d030,14.74053643
SI,SI,electricity,dem,d030,1.014623816
SK,SK,electricity,dem,d030,2.217005805
UK,UK,electricity,dem,d030,35.99220564
EE,EE,electricity,dem,d030,0.913490251
LT,LT,electricity,dem,d030,0.568992217
LV,LV,electricity,dem,d030,0.766552686
NONEU_Balkan,NONEU_Balkan,electricity,dem,d030,5.92737027
TR,TR,electricity,dem,d030,27.91879584
AT,AT,electricity,dem,d031,4.996225149
BE,BE,electricity,dem,d031,5.656548978
BG,BG,electricity,dem,d031,4.588745168
CH,CH,electricity,dem,d031,10.39709501
CZ,CZ,electricity,dem,d031,5.705475393
DK,DK,electricity,dem,d031,5.621968291
ES,ES,electricity,dem,d031,29.24271951
FI,FI,electricity,dem,d031,2.451009927
FR,FR,electricity,dem,d031,64.583066
GR,GR,electricity,dem,d031,6.789273662
HR,HR,electricity,dem,d031,2.221032776
HU,HU,electricity,dem,d031,3.552168803
IE,IE,electricity,dem,d031,2.960476723
IT,IT,electricity,dem,d031,15.66011286
LU,LU,electricity,dem,d031,0.790930786
NL,NL,electricity,dem,d031,8.462230307
NO,NO,electricity,dem,d031,13.20782653
PL,PL,electricity,dem,d031,17.5455347
PT,PT,electricity,dem,d031,5.491762614
RO,RO,electricity,dem,d031,6.449867147
SE,SE,electricity,dem,d031,14.5729359
SI,SI,electricity,dem,d031,1.029661301
SK,SK,electricity,dem,d031,2.158295754
UK,UK,electricity,dem,d031,36.27799347
EE,EE,electricity,dem,d031,0.874823485
LT,LT,electricity,dem,d031,0.556507373
LV,LV,electricity,dem,d031,0.755468964
NONEU_Balkan,NONEU_Balkan,electricity,dem,d031,5.839549449
TR,TR,electricity,dem,d031,27.78397842
AT,AT,electricity,dem,d032,4.89160595
BE,BE,electricity,dem,d032,5.616533553
BG,BG,electricity,dem,d032,4.354450091
CH,CH,electricity,dem,d032,10.29470704
CZ,CZ,electricity,dem,d032,5.544980891
DK,DK,electricity,dem,d032,4.988200045
ES,ES,electricity,dem,d032,28.7487033
FI,FI,electricity,dem,d032,2.50809713
FR,FR,electricity,dem,d032,63.72369396
GR,GR,electricity,dem,d032,6.529970303
HR,HR,electricity,dem,d032,2.236393883
HU,HU,electricity,dem,d032,3.51217193
IE,IE,electricity,dem,d032,2.932001438
IT,IT,electricity,dem,d032,15.61939214
LU,LU,electricity,dem,d032,0.853772232
NL,NL,electricity,dem,d032,8.386117146
NO,NO,electricity,dem,d032,14.04642505
PL,PL,electricity,dem,d032,17.56689277
PT,PT,electricity,dem,d032,5.513436915
RO,RO,electricity,dem,d032,6.272301444
SE,SE,electricity,dem,d032,15.24838126
SI,SI,electricity,dem,d032,1.005199987
SK,SK,electricity,dem,d032,2.12123854
UK,UK,electricity,dem,d032,36.51202805
EE,EE,electricity,dem,d032,0.862343053
LT,LT,electricity,dem,d032,0.537656413
LV,LV,electricity,dem,d032,0.732321742
NONEU_Balkan,NONEU_Balkan,electricity,dem,d032,5.74296623
TR,TR,electricity,dem,d032,26.72282235
AT,AT,electricity,dem,d033,4.341356189
BE,BE,electricity,dem,d033,5.139367659
BG,BG,electricity,dem,d033,4.004658452
CH,CH,electricity,dem,d033,9.124900565
CZ,CZ,electricity,dem,d033,4.918330204
DK,DK,electricity,dem,d033,4.354572439
ES,ES,electricity,dem,d033,26.4754528
FI,FI,electricity,dem,d033,2.405013847
FR,FR,electricity,dem,d033,61.76936354
GR,GR,electricity,dem,d033,6.2483897
HR,HR,electricity,dem,d033,2.102158756
HU,HU,electricity,dem,d033,3.271151016
IE,IE,electricity,dem,d033,2.708047176
IT,IT,electricity,dem,d033,13.52502539
LU,LU,electricity,dem,d033,0.80153163
NL,NL,electricity,dem,d033,7.337637784
NO,NO,electricity,dem,d033,13.43573639
PL,PL,electricity,dem,d033,15.84713318
PT,PT,electricity,dem,d033,4.846036861
RO,RO,electricity,dem,d033,5.643882928
SE,SE,electricity,dem,d033,14.39509029
SI,SI,electricity,dem,d033,0.944846838
SK,SK,electricity,dem,d033,1.996243769
UK,UK,electricity,dem,d033,33.58697745
EE,EE,electricity,dem,d033,0.796909468
LT,LT,electricity,dem,d033,0.496820914
LV,LV,electricity,dem,d033,0.660216311
NONEU_Balkan,NONEU_Balkan,electricity,dem,d033,5.534827541
TR,TR,electricity,dem,d033,25.57050035
AT,AT,electricity,dem,d034,4.021073412
BE,BE,electricity,dem,d034,4.954299053
BG,BG,electricity,dem,d034,3.784504347
CH,CH,electricity,dem,d034,8.911854303
CZ,CZ,electricity,dem,d034,4.870550052
DK,DK,electricity,dem,d034,4.442143937
ES,ES,electricity,dem,d034,24.76193426
FI,FI,electricity,dem,d034,2.325836059
FR,FR,electricity,dem,d034,63.1724396
GR,GR,electricity,dem,d034,5.559871791
HR,HR,electricity,dem,d034,1.966352606
HU,HU,electricity,dem,d034,3.133547093
IE,IE,electricity,dem,d034,2.572927004
IT,IT,electricity,dem,d034,12.15064401
LU,LU,electricity,dem,d034,0.76272176
NL,NL,electricity,dem,d034,6.999483411
NO,NO,electricity,dem,d034,13.22922391
PL,PL,electricity,dem,d034,14.4035255
PT,PT,electricity,dem,d034,4.568957284
RO,RO,electricity,dem,d034,5.331762904
SE,SE,electricity,dem,d034,14.51596948
SI,SI,electricity,dem,d034,0.883477643
SK,SK,electricity,dem,d034,1.946383582
UK,UK,electricity,dem,d034,33.13470906
EE,EE,electricity,dem,d034,0.769465417
LT,LT,electricity,dem,d034,0.476172269
LV,LV,electricity,dem,d034,0.661226706
NONEU_Balkan,NONEU_Balkan,electricity,dem,d034,5.663114879
TR,TR,electricity,dem,d034,22.7528548
AT,AT,electricity,dem,d035,5.024128142
BE,BE,electricity,dem,d035,5.610057574
BG,BG,electricity,dem,d035,4.18583516
CH,CH,electricity,dem,d035,10.61007292
CZ,CZ,electricity,dem,d035,5.773634894
DK,DK,electricity,dem,d035,5.127386222
ES,ES,electricity,dem,d035,29.53836124
FI,FI,electricity,dem,d035,2.535219968
FR,FR,electricity,dem,d035,67.6641224
GR,GR,electricity,dem,d035,6.164519647
HR,HR,electricity,dem,d035,2.275538522
HU,HU,electricity,dem,d035,3.51691162
IE,IE,electricity,dem,d035,2.910745756
IT,IT,electricity,dem,d035,15.11996923
LU,LU,electricity,dem,d035,0.866214748
NL,NL,electricity,dem,d035,8.226947251
NO,NO,electricity,dem,d035,14.05154316
PL,PL,electricity,dem,d035,17.38732679
PT,PT,electricity,dem,d035,5.380535374
RO,RO,electricity,dem,d035,6.170331503
SE,SE,electricity,dem,d035,15.48259063
SI,SI,electricity,dem,d035,0.968215902
SK,SK,electricity,dem,d035,2.19277707
UK,UK,electricity,dem,d035,35.84747976
EE,EE,electricity,dem,d035,0.867148181
LT,LT,electricity,dem,d035,0.541993948
LV,LV,electricity,dem,d035,0.757765315
NONEU_Balkan,NONEU_Balkan,electricity,dem,d035,5.693257301
TR,TR,electricity,dem,d035,25.22727605
AT,AT,electricity,dem,d036,5.030439804
BE,BE,electricity,dem,d036,5.721199378
BG,BG,electricity,dem,d036,4.131388832
CH,CH,electricity,dem,d036,10.65928476
CZ,CZ,electricity,dem,d036,5.767897851
DK,DK,electricity,dem,d036,5.13038653
ES,ES,electricity,dem,d036,29.94793667
FI,FI,electricity,dem,d036,2.557200558
FR,FR,electricity,dem,d036,69.14719983
GR,GR,electricity,dem,d036,6.153994593
HR,HR,electricity,dem,d036,2.331528011
HU,HU,electricity,dem,d036,3.583328447
IE,IE,electricity,dem,d036,3.026222746
IT,IT,electricity,dem,d036,15.85955001
LU,LU,electricity,dem,d036,0.824080884
NL,NL,electricity,dem,d036,8.475754546
NO,NO,electricity,dem,d036,13.95728985
PL,PL,electricity,dem,d036,17.69753296
PT,PT,electricity,dem,d036,5.501062061
RO,RO,electricity,dem,d036,6.183096913
SE,SE,electricity,dem,d036,15.18424646
SI,SI,electricity,dem,d036,1.004641162
SK,SK,electricity,dem,d036,2.233328322
UK,UK,electricity,dem,d036,37.5716719
EE,EE,electricity,dem,d036,0.874178502
LT,LT,electricity,dem,d036,0.542307306
LV,LV,electricity,dem,d036,0.719584647
NONEU_Balkan,NONEU_Balkan,electricity,dem,d036,5.702115655
TR,TR,electricity,dem,d036,25.18420401
AT,AT,electricity,dem,d037,5.040179743
BE,BE,electricity,dem,d037,5.894322428
BG,BG,electricity,dem,d037,4.204211245
CH,CH,electricity,dem,d037,10.94218449
CZ,CZ,electricity,dem,d037,5.773292384
DK,DK,electricity,dem,d037,5.154107717
ES,ES,electricity,dem,d037,30.55857855
FI,FI,electricity,dem,d037,2.606193991
FR,FR,electricity,dem,d037,72.28058644
GR,GR,electricity,dem,d037,6.262124188
HR,HR,electricity,dem,d037,2.373858334
HU,HU,electricity,dem,d037,3.634700578
IE,IE,electricity,dem,d037,3.002475018
IT,IT,electricity,dem,d037,15.88336073
LU,LU,electricity,dem,d037,0.843620576
NL,NL,electricity,dem,d037,8.519907922
NO,NO,electricity,dem,d037,13.92812282
PL,PL,electricity,dem,d037,17.75167962
PT,PT,electricity,dem,d037,5.638357042
RO,RO,electricity,dem,d037,6.195363973
SE,SE,electricity,dem,d037,15.46054628
SI,SI,electricity,dem,d037,1.035859184
SK,SK,electricity,dem,d037,2.227003347
UK,UK,electricity,dem,d037,37.82830082
EE,EE,electricity,dem,d037,0.850894594
LT,LT,electricity,dem,d037,0.537804846
LV,LV,electricity,dem,d037,0.700632094
NONEU_Balkan,NONEU_Balkan,electricity,dem,d037,5.787264316
TR,TR,electricity,dem,d037,25.62670647
AT,AT,electricity,dem,d038,5.054687483
BE,BE,electricity,dem,d038,5.94536452
BG,BG,electricity,dem,d038,4.210886931
CH,CH,electricity,dem,d038,10.79530082
CZ,CZ,electricity,dem,d038,5.801406751
DK,DK,electricity,dem,d038,5.221802173
ES,ES,electricity,dem,d038,30.84784664
FI,FI,electricity,dem,d038,2.624379767
FR,FR,electricity,dem,d038,74.21375184
GR,GR,electricity,dem,d038,6.599256312
HR,HR,electricity,dem,d038,2.352780452
HU,HU,electricity,dem,d038,3.646381622
IE,IE,electricity,dem,d038,3.024500303
IT,IT,electricity,dem,d038,15.96677148
LU,LU,electricity,dem,d038,0.860824488
NL,NL,electricity,dem,d038,8.536746688
NO,NO,electricity,dem,d038,14.29970961
PL,PL,electricity,dem,d038,17.8532491
PT,PT,electricity,dem,d038,5.606138486
RO,RO,electricity,dem,d038,6.296835566
SE,SE,electricity,dem,d038,15.79374907
SI,SI,electricity,dem,d038,1.002736075
SK,SK,electricity,dem,d038,2.212211066
UK,UK,electricity,dem,d038,39.0435479
EE,EE,electricity,dem,d038,0.847572929
LT,LT,electricity,dem,d038,0.547898273
LV,LV,electricity,dem,d038,0.708684633
NONEU_Balkan,NONEU_Balkan,electricity,dem,d038,5.757434904
TR,TR,electricity,dem,d038,27.00636387
AT,AT,electricity,dem,d039,5.001832992
BE,BE,electricity,dem,d039,5.884564702
BG,BG,electricity,dem,d039,4.280945753
CH,CH,electricity,dem,d039,10.76597876
CZ,CZ,electricity,dem,d039,5.780913233
DK,DK,electricity,dem,d039,5.086647661
ES,ES,electricity,dem,d039,30.7382676
FI,FI,electricity,dem,d039,2.666278548
FR,FR,electricity,dem,d039,72.6355724
GR,GR,electricity,dem,d039,6.560695911
HR,HR,electricity,dem,d039,2.392274207
HU,HU,electricity,dem,d039,3.574521796
IE,IE,electricity,dem,d039,2.957105132
IT,IT,electricity,dem,d039,15.93047763
LU,LU,electricity,dem,d039,0.901700625
NL,NL,electricity,dem,d039,8.450060911
NO,NO,electricity,dem,d039,14.68779152
PL,PL,electricity,dem,d039,17.81670307
PT,PT,electricity,dem,d039,5.56546256
RO,RO,electricity,dem,d039,6.300170673
SE,SE,electricity,dem,d039,15.7860732
SI,SI,electricity,dem,d039,0.883071224
SK,SK,electricity,dem,d039,2.208768035
UK,UK,electricity,dem,d039,38.06821298
EE,EE,electricity,dem,d039,0.854796745
LT,LT,electricity,dem,d039,0.537821339
LV,LV,electricity,dem,d039,0.714195876
NONEU_Balkan,NONEU_Balkan,electricity,dem,d039,5.899540259
TR,TR,electricity,dem,d039,26.84856181
AT,AT,electricity,dem,d040,4.430877348
BE,BE,electricity,dem,d040,5.270353088
BG,BG,electricity,dem,d040,4.02770034
CH,CH,electricity,dem,d040,9.800128034
CZ,CZ,electricity,dem,d040,5.158001614
